priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,currentRatio,quickRatio,cashRatio,debtRatio,debtEquityRatio,cashFlowToDebtRatio,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatios,dividendpaidAndCapexCoverageRatios,dividendPayoutRatio,Price to Sales Ratio,Earnings Yield,Free Cash Flow Yield,Dividend Yield,Payout Ratio,2019 PRICE VAR [%],Sector,Symbol
1.7643,1.5899,0.789,42.959,14.6474,6.1449,8.2294449976928,20.870413438785,0.7890434251278101,-0.0,0.0381,0.4599505274484,0.0673092921875539,0.3759,1.1011,0.12778975948855,0.0,0.095880515071068,0.56183838764359,0.12778975948855,1.9486859491999,2.282262918064,2.282262918064,-0.0,0.789,0.0233,0.0408,0.0,0.0,-21.971691533209423,Basic Materials,CX
1.3956,0.0,0.5419,15.4318,21.0767,5.7856,5.926132315521599,15.372739273927,0.55511142891193,-0.0,1.133,1.06,0.8285,0.7388,5.8591,0.041277176767146,0.0,0.0936717912048619,0.28117048346056,0.041277176767146,4.2717391304348,1.3911504424778998,1.3911504424778998,-0.0,0.5419,0.0648,0.0486,0.0,0.0,96.53179525329288,Consumer Cyclical,CZR
0.8469,0.8469,0.1898,8.2258,4.2049,2.0258,1.9596377592874,8.005895681266098,0.1835976401103599,0.098683053688935,1.2,1.6223147673409,0.17493120154025,0.6011,4.2918,0.0974107241283159,0.645,0.093689580760643,0.4817600852083599,0.0974107241283159,0.28082178976689,1.9296082209377,1.4052385406922,0.7900462333424001,0.1898,0.1216,0.2378,0.0784,0.645,25.537204035802425,Consumer Cyclical,F
14.5814,18.8946,2.8493,54.2941,0.0,542.6193,533.16823529412,53.791454005935,2.7996478764479,-0.0,1.784,1.2051411290323002,0.5433467741935499,0.2744,0.9874,0.0272,0.0,0.0052509652509653,-3.7941176470588,0.0272,0.25,0.20858895705521,0.20858895705521,-0.0,2.8493,0.0184,-0.0069999999999999,0.0,0.0,143.54753476454374,Technology,AMD
3.2674,4.8634,6.0443,0.0,0.0,-10.3417,16.388153213826,24.117485525783,6.0706967366572,-0.0,5.726,5.582775008456,1.3227225982350002,0.0,0.0,0.31228467553646,0.0,-0.5844604496944399,0.7492545644601999,0.31228467553646,2.48050336582955,-6.3315529614742,-6.3315529614742,-0.0,6.0443,-0.176,-0.1119999999999999,0.0,0.0,182.03799708626968,Technology,SNAP
4.4799,5.8403,6.7467,17.1359,24.6663,12.8689,12.941521486643,17.133235347323,6.7848078369569,-0.0,7.194,6.940430383354699,1.4278181559071002,0.0,0.0,0.31228467553646,0.0,0.5242666284609,0.52466352394616,0.31228467553646,2.48050336582955,2.103772906935,2.103772906935,-0.0,6.7467,0.0584,0.0408,0.0,0.0,51.27506712832904,Technology,FB
1.0957,1.2662,2.562,10.6914,6.1312,6.0131,6.0179267418845,9.6943094431295,2.5640729396201,0.0429049178905599,0.28050200464118,0.1179953315828999,0.1179953315828999,0.1766,1.7069,0.1895516192257799,0.381,0.42607247472361,1.0,0.1895516192257799,4.6188220230474,13.178464896326,3.8729869014387,0.41593355066315,2.562,0.0935,0.1663,0.0356,0.381,19.21621178864888,Financial Services,WFC
0.6205,0.6205,0.7357,0.0,580.4289,571.5409,576.18723636908,12.099467398126999,0.74167890055739,0.032377908650805,0.61961085363889,0.22327106612455,0.0272288722716629,0.0702,0.6128,0.0017660683265779,-128.0,0.0012872185528287,1.0,0.0017660683265779,0.043948126801153,13.178464896326,0.0536028119507909,0.28774004388430996,0.7357,-0.0003,0.0017,0.0325,-128.0,32.87280261506347,Financial Services,AIG
1.1283,0.0,1.2164,10.014,9.0927,4.7639,4.6124045410761,10.382553577697,1.1777627890089,0.066679905586505,0.7979999999999999,0.49171064886681,0.0807823657249299,0.3319,0.9588,0.24702982918331,0.7020000000000001,0.2553468106538,0.5239209210586699,0.24702982918331,4.2517796196977,2.1004913768186,1.2761062982908,0.69230769230769,1.2164,0.0999,0.11,0.0701,0.7020000000000001,40.618216354998616,Communication Services,T
0.637,0.7398,1.7451,7.7818,3.8874,3.4406,3.4658637819333,7.0972900232751,1.757907575013,0.039197130801071,0.5148774545621699,0.4332577951495,0.12905640390219,0.2306,2.2531,0.14676304710462,0.23,0.50720619320833,0.90360467633687,0.14676304710462,1.4558922028289,10.373947220663,4.3057562339781,0.27819340537545,1.7451,0.1285,0.2626,0.0296,0.23,53.48648158207718,Financial Services,C
1.7643,1.5899,1.8743,9.9924,7.5194,5.2408,5.3138616501349,9.9933132869373,1.8743439275021,0.0483267753694129,1.6780000000000002,0.97321918559982,0.63483701020744,0.2243,0.4497,0.65219149689096,0.416,0.35272727272727,0.70668940392218,0.65219149689096,4.9485999232835,3.409355179704,1.8178103423982,0.4829446064139899,1.8743,0.1001,0.1348,0.0416,0.416,0.5828063550309523,Basic Materials,VALE
0.8276,0.9302,1.7006,8.2432,12.4489,9.3366,9.147561670089,7.638653177869201,1.6661165881268,0.035541687795888,1.7581892635088998,0.39202335326342,0.20795661329982,0.2333,2.4815,0.035203122741073,0.2289999999999999,0.18213778143466,0.7446954140999301,0.035203122741073,0.23846053404714,3.916890080429,1.7228773584906,0.2714906264289,1.7006,0.1213,0.0798,0.0277,0.2289999999999999,30.210967053055956,Financial Services,MS
7.1068,7.1068,0.1041,3.8136,3.3379,1.9467,1.9467217473266,3.817039899193501,0.10412857077381,-0.0,1.95,0.60641502746766,0.0430622009569379,0.4415,19.957,0.18292621758539,0.0,0.053489190695491,0.58321908417878,0.18292621758539,3.703955497001,2.3993421052632,2.3993421052632,-0.0,0.1041,0.2622,0.2996,0.0,0.0,37.65689612741407,Basic Materials,AKS
1.2696,1.6109,2.9774,10.7987,23.3704,22.882,23.0061271925,10.628412728516,2.993588187363,0.030972346645976,0.5636469066629799,0.3214665133082899,0.1330557292238399,0.2035,2.0803,0.050304051059303,0.2739999999999999,0.13012134386264,1.0,0.050304051059303,0.43795147249491,13.178464896326,1.4034029082995,0.32918688332411,2.9774,0.0926,0.0437,0.0254,0.2739999999999999,44.751098676230576,Financial Services,JPM
4.0764,0.0,4.8428,53.7011,14.105,12.3961,12.310556752892,52.804635126847,4.8094412868497,0.016577774405298,3.982,3.7856619953985,1.1305166283204,0.4397,1.3072,0.25381481053795,0.8740000000000001,0.3906761800777,0.88717015468608,0.25381481053795,3.4259630371855003,8.8629032258065,3.1554552912223,0.8753833286869201,4.8428,0.0186,0.0716,0.0163,0.8740000000000001,19.158552111272424,Technology,ORCL
11.7484,12.2986,3.1795,60.3361,29.6664,23.3551,23.212573287588,59.502483517848,3.1601038722972,0.0108069758732609,2.506,1.4475165562914,0.70347682119205,0.1691,0.3883,1.3005249343832,0.639,0.13613759375773,0.79313824419778,1.3005249343832,14.488304093567,4.8341463414634,2.1847442680776,0.6430419037765099,3.1795,0.0166,0.034,0.0106,0.639,38.24324761856872,Consumer Cyclical,NKE
3.7151,0.0,2.9397,20.8347,17.6202,13.2149,12.78910713654,19.501092902456,2.8449792883491005,0.038446234449207,0.826,0.58561461911676,0.090979919963169,0.2644,0.5916,0.47519657354727,0.743,0.22245331577687,0.74998318423354,0.47519657354727,1.4263647702197,3.9997309658327,1.3482361476376,0.7497435897435899,2.9397,0.048,0.0568,0.0357,0.743,40.680272751880864,Consumer Defensive,PG
1.7643,1.5899,0.1202,6.36,0.0,3.6853,3.6940506184854,6.242091854973499,0.11984670989667,0.075740460285531,1.768,0.78480875696536,0.43409533999764,0.2637,0.7291,0.1317265304592,0.48,0.0324431693753579,-0.43860552746791,0.1317265304592,2.2964173436673,0.6951175849853,0.5819385066809699,0.47277891024026,0.1202,0.1572,-0.119,0.0755,0.48,-43.37349298090662,Basic Materials,GSM
1.1602000000000001,1.32945,0.6778,13.550999999999998,0.0,-19.7212,8.53826680910705,3.618259673196,0.67580138944443,0.10897763042032,0.40861668292368,0.29651693218275,0.15622564074714,0.1039,1.0916,-0.0242747154257739,0.109,-0.073175619603972,0.93328668066247,-0.0242747154257739,-0.0900353918619499,-3.2035008502642,-0.7583781097291501,0.39430936543031,0.6778,0.0738,-0.0665,0.008,0.109,7.298488876768565,Financial Services,BBD
3.9866,0.0,4.7033,22.9737,18.8037,15.9422,15.913316636127998,22.582270456379,4.6947650828565,0.031676320270776,1.567,0.8430535501287,0.035752401280683,0.2618,0.6583,0.37918064206996,0.716,0.29502115682144,0.86124976306312,0.37918064206996,1.7922092628241,7.2071948998179005,1.5556320031453,0.7153232314175602,4.7033,0.0435,0.054,0.0312,0.716,-6.046939564816331,Healthcare,PFE
2.6543,2.49665,0.1331,0.0,0.0,8.4775,2.884597756347,24.117485525783,0.13037213642314,-0.0,0.1256,0.48711474816964,0.3102882075894499,0.0689,0.2412,1.4481360228638998,0.0,0.0451959501584859,-0.017109706417501,1.4481360228638998,4.5944389951534,0.98317811116191,0.98317811116191,-0.0,0.1331,-0.012,-0.002,0.0,0.0,65.63234031044496,Technology,JD
2.6543,2.49665,1.5054,0.0,147.0383,34.748000000000005,41.216869992111,24.117485525783,1.4887979897872998,0.032180521430959,1.4885,0.8488372093023199,0.44391661939875,0.1193,0.3083,0.17292594950138,-3.9333,0.036121083189292,0.28343558282208,0.17292594950138,0.43236074270556,1.3955479452055002,0.4894894894894799,-0.0,1.5054,-0.0119,0.0082,0.0466,-3.9333,-34.002130984551,Technology,NOK
3.212,3.9506,7.1912,17.9625,24.9518,16.3306,16.182093929213,17.982250471966,7.125828753279901,-0.0,4.69,4.615214820706299,1.2493769418015,0.2677,0.3998,0.49241589449735,0.0,0.44035269999366,0.64853315379212,0.49241589449735,1.387763706087,2.8452185769139,2.8452185769139,-0.0,7.1912,0.0557,0.0397,0.0,0.0,11.246094519884725,Technology,TWTR
3.4016,0.0,4.3647,7.5039,10.8437,10.2472,10.161283445946,7.3604859287054,4.3280984746738,0.0332253907105909,3.895,3.2579127459367,1.8357570573139,0.349,0.6562,0.5076316240782001,0.239,0.4259401381427499,0.95540540540541,0.5076316240782001,2.48050336582955,22.424242424242,2.6163818503241,0.24455502080104,4.3647,0.1333,0.0932,0.0318,0.239,29.443615891074447,Technology,AVGO
4.4282,9.2864,1.7731,9.5168,9.9604,8.0778,8.193851254291001,9.3661680350136,1.7985344403872,0.0194971886455839,2.704,1.6198368179499998,0.87710351861295,0.3011,0.7756,0.71331700885289,0.183,0.2194980583087,0.8357538949036201,0.71331700885289,2.48050336582955,6.088424437299,3.0863895680522,0.1826139450649,1.7731,0.1051,0.1035,0.0193,0.183,85.65883117085035,Technology,AMAT
2.1185,6.2196,3.7336,196.5,21.616,20.1331,20.146622681883,219.28367729831,3.7361528998862,-0.0,1.557,1.475214344961,1.208743023629,0.0466,0.0626,1.6824,0.0,0.18544810010494,0.93202567760342,1.6824,1.6824,14.711437565582,14.711437565582,-0.0,3.7336,0.0051,0.0463,0.0,0.0,53.76884060879406,Technology,ZNGA
1.5053,1.5053,0.9948,13.9734,17.561,8.0164,7.838550582387099,13.545948208929,0.97272876612301,0.048877503464969,0.84,0.48554377122055,0.053239525359656,0.1092,0.1971,0.95285215366705,0.662,0.12409548881507,0.45648914311101,0.95285215366705,2.0868003244872,1.8398896495351005,1.0791681649287,0.66209213051823,0.9948,0.0716,0.0569,0.0474,0.662,4.9247933385599545,Energy,XOM
127.2974,0.0,4.7171,0.0,33.9993,27.2921,26.336882574207,24.117485525783,4.5519674981204,0.033675157524707,1.526,1.3163578891913,1.0340679603126,0.5003,20.285,0.2387293830177199,-0.7020000000000001,0.17283623015347,0.7993858751279399,0.2387293830177199,3.8885572139303,4.984693877551,0.91952941176471,-0.0,4.7171,-0.0467,0.0293,0.0328,-0.7020000000000001,59.391731754533474,Technology,QCOM
2.01745,1.3902999999999999,0.0085,11.7243,0.3347,10.7795,0.12568828588043,0.3392416513352299,0.0085440071637551,-0.0,0.1524,0.84627941484067,0.3868992470079799,0.1524,0.3846,0.86539804332538,0.0,0.067977752293348,0.37551960162542,0.86539804332538,0.86539804332538,1.6013312869433,1.6013312869433,-0.0,0.0085,0.0853,0.04015,0.0,0.0,160.00001049916713,Consumer Defensive,VIPS
4.5602,22.0231,4.0203,2108.5,15.8232,14.512,14.619094526562,1816.2231436364,4.0499603851612,0.029872180433688,2.287,2.2908452006658,0.33046051414833,0.235,0.5918,0.53447534123353,62.0,0.27703223190756,0.9432899165813,0.53447534123353,2.6090110729286,17.633548387097,2.026694349696,54.254545454545,4.0203,0.0005,0.065,0.0294,62.0,14.819570082879045,Technology,CSCO
3.6606,3.6606,2.2016,12.0202,10.7079,9.1185,9.0677239865622,11.699866377691,2.1893358351809,0.016350770925018,1.8204959239852,1.1676852275022,0.29169810919681,0.3262,2.7601,0.18956440519657,0.182,0.2414427080516999,0.85330347144457,0.18956440519657,0.8631965088595699,6.816793893129799,3.3902809415338,0.19130183499494,2.2016,0.0832,0.0936,0.0151,0.182,32.01876328800341,Financial Services,AXP
6.0467,13.2524,3.7605,17.2691,17.0058,14.2831,14.047488522528,16.959772728418,3.6985098986665,0.0313151343169659,1.611,1.3937488267317,0.64867655340717,0.2101,0.5238,0.80827323445367,0.532,0.26328620185275,0.8398989898989899,0.80827323445367,3.4879624192601,6.2460567823344,1.6666666666667,0.53109756097561,3.7605,0.0579,0.0588,0.0308,0.532,26.641747684811488,Healthcare,BMY
9.0059,0.0,14.884,34.0384,25.2487,23.7033,23.754339942817,29.842239899039,14.916051880246,0.0062393277323845,1.611,1.4144183989385,0.85386996904025,0.2402,0.489,0.77817197835238,0.186,0.62792954534427,0.9455992581717,0.77817197835238,0.8631965088595699,18.382102272727,4.9355453852021,0.18619551499854,14.884,0.0294,0.0399,0.0055,0.186,42.27031236190148,Financial Services,V
4.7873,176.2415,0.6927,0.0,14.9623,9.5701,9.4984964795263,24.117485525783,0.68752756071309,-0.0,1.043,0.9512523323868,0.87865006780376,0.1228,0.529,0.94637747992998,0.0,0.072382777863321,0.63482748683556,0.94637747992998,2.48050336582955,2.7384317382883,2.7384317382883,-0.0,0.6927,-0.0062,0.0663,0.0,0.0,-26.687113132029552,Technology,GRPN
1.0491,1.0491,174.8106,0.0,0.0,-8.8699,17.586837223757,25.055013501535498,165.57691932458,-0.0,21.992,21.815123824659,1.4361011786518,0.0,0.0,-0.39247927122975,0.0,-19.708255159475,0.76084407971864,-0.39247927122975,-0.3159812778279099,-1313.0625,-1313.0625,-0.0,174.8106,-0.15,-0.1128,0.0,0.0,30.7692369413096,Healthcare,GERN
0.9651,1.1793,2.475,8.5434,6.3862,6.1015,6.0168509381484006,8.0805082802787,2.4406326401748,0.043506437253674,0.052913111294614,0.0062207541976328,0.0062207541976328,0.1045,0.9359,0.18249344596563,0.327,0.4056328909032,0.96129289704709,0.18249344596563,0.8631965088595699,25.835051546392,3.32802124834,0.3515541264737399,2.475,0.1171,0.1576,0.0382,0.327,40.439900160992025,Financial Services,KEY
0.9177,1.3649,2.5037,8.6323,6.879,6.0805,6.302496,8.459102300885,2.5951454117647,0.0315242276522379,0.04818989743962,0.0524520123196899,0.03668944633987,0.1116,0.9294,0.18311332904057,0.297,0.41176470588235,0.93362637362637,0.18311332904057,0.8631965088595699,15.066225165563,3.7728026533997,0.26666666666667,2.5037,0.1158,0.1535,0.0344,0.297,30.51943045029569,Financial Services,RF
3.6024,8.5919,0.2046,13.4929,42.1865,7.352,7.2516503076472,12.978438647089998,0.20177302261499,0.017899074874396,0.7829999999999999,0.13974783404945,0.024441783475382,0.4191,2.2492,0.2189364295336499,0.2319999999999999,0.0278244281032429,0.1769704072663299,0.2189364295336499,0.95870786516854,1.2150231399074,1.04950799508,0.23230204509701,0.2046,0.0741,0.0241,0.0172,0.2319999999999999,8.690633021320489,Consumer Defensive,KR
2.4341,3.4609,0.9704,14.0635,17.2405,7.3758,7.2631374722838,13.846452294686,0.95560429256095,0.02747525319209,2.322,1.5081216159933002,0.41815910037484,0.3969,1.083,0.3061481768812999,0.381,0.13156907689102,0.4273044029141599,0.3061481768812999,5.249343832021,1.7461283185841,1.2949138638228002,0.3804347826087,0.9704,0.0711,0.0579,0.0271,0.381,-7.406170031687082,Energy,HAL
1.7367000000000001,1.3933,14.3604,44.799,34.1647,20.7673,28.834359842614003,56.597547938153,14.494604301024,-0.0,0.2992,1.5478241661144,1.4675576172593998,0.1751,0.3432,1.0020071204989,0.0,0.50268514300784,0.84398076388061,1.0020071204989,20.870106171202,6.4094660688813,6.4094660688813,-0.0,14.3604,0.0223,0.0368,0.0,0.0,55.15728664121453,Consumer Cyclical,BABA
0.979,0.9869,1.8111,11.0308,25.2217,3.686,3.7278673469388,10.999929744526,1.8316504102097,0.0140180059212389,1.594,1.3870087336245,0.79803493449782,0.2579,0.4534,0.5881069285324599,0.154,0.4913400182315399,0.14873222016079,0.5881069285324599,5.249343832021,1.1747184889212,1.1067761806982,0.15419708029197,1.8111,0.0907,0.0404,0.0139,0.154,-6.405819277441032,Energy,MRO
3.7611,52.5061,3.6569,14.8929,10.8601,9.6328,9.5728427142857,14.740949367553,3.6341066931803,0.036947277496021,3.379,3.150966525224,1.6916548797737,0.4291,1.2775,0.30744455017934,0.5429999999999999,0.3796267004112599,0.89,0.30744455017934,3.056768558952,9.0909090909091,2.1566110397946,0.54463794683776,3.6569,0.0671,0.0924,0.0365,0.5429999999999999,6.367174645398372,Healthcare,GILD
1.2171,1.4212,0.3211,5.9626,7.2668,3.0946,3.0308476074987,5.769729361117999,0.31444356030983,0.048487615580651,0.916,1.0371487286744,0.2534625533519,0.4616,2.7007,0.14536307419653,0.271,0.10374773034839,0.42573413738857,0.14536307419653,0.4783794801041,1.7413537267435,1.3865309461056,0.27976041926628,0.3211,0.1677,0.1376,0.0454,0.271,13.37436463422488,Consumer Cyclical,GM
1.5247,1.5247,0.802,5.7598,7.414,3.8673,3.8362303132281,5.695371906226,0.7955420710758001,0.014710489105746,3.22,1.5157705016521,1.266746770802,0.2639,1.1371,0.34673727672561,0.084,0.20737599312862,0.52161532487704,0.34673727672561,227.23529411765,2.090367965368,1.8697967086157,0.083781706379708,0.802,0.1736,0.1349,0.0145,0.084,28.96251918469469,Basic Materials,FCX
7.9482,39.4786,7.8062,227.82,36.9536,30.0501,29.746402483565003,226.23791666667003,7.7272912713472,-0.0,0.952,0.83858150392371,0.252607529552,0.0782,0.1658,1.5918604651163,0.0,0.25977229601518,0.80496712929145,1.5918604651163,2.6712195121951003,5.127340823969999,5.127340823969999,-0.0,7.8062,0.0044,0.0268,0.0,0.0,19.985242145326037,Technology,CRM
3.1273,62.9436,4.738,19.5672,21.3902,19.8521,19.666794301676,19.417298290127,4.69380824,0.0073572100877588,2.311,1.9909159727479,1.5991672975018998,0.1493,0.2345,0.67016098839386,0.143,0.23866666666667,0.9268156424581,0.67016098839386,2.48050336582955,13.664122137405,4.5897435897436,0.14285714285714,4.738,0.0511,0.0467,0.0073,0.143,27.35980695948599,Technology,ATVI
20.7232,29.7052,7.0321,0.0,97.3052,78.5993,77.12298966382,24.117485525783,6.900009244500801,-0.0,2.073,1.5991089214866998,0.6213269765281899,0.3196,0.9359,0.2813782844392299,0.0,0.089467605892589,0.7925884505896701,0.2813782844392299,2.48050336582955,4.821332287633,4.821332287633,-0.0,7.0321,-0.0016,0.0101,0.0,0.0,9.37063031269113,Technology,SQ
1.661,2.3992,0.6488,6.9637,11.2715,6.7941,6.746944206172099,6.841785138581701,0.6443403999394599,0.030050779457172,3.077,1.3913173930086002,0.4984805615935599,0.2395,0.4382,0.55788174068186,0.207,0.0955010713368609,0.6027731550173101,0.55788174068186,41.367755313634,2.5174532200702004,1.6667283985858,0.20560097629287,0.6488,0.1436,0.0887,0.0297,0.207,10.985028287390804,Basic Materials,NUE
0.8154,0.8154,0.5132,3.6667,1.2433,1.6207,1.6022030155029,3.6489651544879,0.50737811702745,-0.0,1.13,1.0780141843972,0.23758865248227,0.3999,0.9814,0.52761000862813,0.0,0.31667529777317,1.2886345053148,0.52761000862813,5.249343832021,1.1115809914988501,0.9103737475884199,-0.0,0.5132,0.2727,0.7951,0.0,0.0,-34.9462350085507,Energy,SWN
14.3403,18.4452,1.2274,24.8166,21.1238,16.628,16.236457205277,23.857747532559,1.198467709304,0.01566192504317,1.056,0.057043650793651,0.0486111111111109,0.4816,2.8938,0.2980288320094099,0.386,0.073813375304216,0.78716683119447,0.2980288320094099,3.5394828791055,4.6985157699443,2.1407438715131,0.37365825355381,1.2274,0.0403,0.0473,0.0156,0.386,32.3633518425123,Consumer Cyclical,LOW
1.3002,0.0,0.0967,2.1691,25.8702,7.8156,7.815622608356099,2.2063703011225,0.0966903842302149,-0.0,1.367,0.6687039648505401,0.1291355676062699,0.3773,2.1184,0.078529676689856,0.0,0.012371424398977,0.30210930225573,0.078529676689856,12.829054477145,1.4328891375572,1.4328891375572,-0.0,0.0967,0.461,0.0387,0.0,0.0,0.4545496768344453,Consumer Defensive,RAD
1.6449,0.0,0.4524,7.0909,7.039,1.6273,1.5471108512571,27.401294302194,0.42823946631207,0.13055824112827,0.7020000000000001,0.56089816284872,0.41007031072806,0.5571,2.1406,0.32013747454175,0.879,0.2767994717147299,0.23220675944334,0.32013747454175,1.9511249030256,1.3024339720352,1.0311603116031,3.5774647887324,0.4524,0.141,0.1427,0.1239,0.879,10.79968057716632,Communication Services,VEON
1.3819,26.259,1.5226,23.4286,14.4717,8.7456,8.5249380360581,22.779687090739003,1.4841679414901998,0.056875380354106,1.166,0.7903010529437902,0.10625834198428,0.2277,0.4439,0.35592797956514,1.2990000000000002,0.17409721164102,0.6044109924733101,0.35592797956514,4.0604122245913,2.5278761061947,1.1357852882703998,1.2956033676333,1.5226,0.0427,0.0691,0.0554,1.2990000000000002,14.184102689736106,Energy,SLB
2.8032,5.7445,0.3316,19.7407,0.0,-2.1823,16.388153213826,19.767892815973,0.33297317560292,-0.0,1.262,0.54899337705337,0.20258819955355,0.2144,0.9742,-1.314792824152,0.0,-0.15197182074964,0.7492545644601999,-1.314792824152,-89.89177187231199,-7.475266667568901,-7.475266667568901,-0.0,0.3316,0.0507,-0.5195,0.0,0.0,59.94930417128572,Technology,FLEX
2.2689,4.9254,2.1476,10.7955,19.7014,16.9904,0.0,0.0,0.0,0.00207827256184925,3.172,2.4633314383172,1.4212620807277,0.0,0.0,0.2231647813146,0.0,0.12971535506747,0.83675018982536,0.2231647813146,3.62657390712645,6.125581395348799,5.14453125,0.018747142203932,2.1476,0.0926,0.0508,0.0,0.0,-1.1473814428627072,Consumer Cyclical,FOXA
0.0,0.0,4.2339,25.1199,11.1084,10.328,10.315564407537,24.355034868999,4.228836543217399,0.040286748280692,0.983,0.77991762863275,0.42282034920819,0.6792,-4.7727,0.33309352517986,0.978,0.40994718041095,0.9524838012959,0.33309352517986,2.5295779954785003,21.045454545455,2.1593760051463,0.98118515913487,4.2339,0.0398,0.0922,0.0389,0.978,4.834143746663969,Healthcare,ABBV
